0.91237668,0.448706811,9.226536498,0.002306714,5.48E-08,4.70E-10,5.68E-10,-2.93E-19,-1.02E-13,4.02E-21,151.5762176,102.9311617,127.7808349,48.15804152,56.29299729,47.75835822,AML
0.953435106,0.531511053,8.191354439,0.002851449,9.99E-08,5.84E-10,5.07E-09,8.50E-18,1.50E-12,1.99E-18,128.505848,77.81044565,103.2862472,72.23988541,59.19902078,61.78811665,AML
0.965115957,0.654618079,6.729798586,0.00136615,1.18E-06,2.84E-10,5.47E-11,1.34E-21,7.10E-15,6.68E-21,109.7730467,67.24607276,90.13373295,72.93732523,57.36926931,62.231021,AML
0.946725426,0.544724858,8.137239874,0.002273282,5.94E-09,1.89E-12,1.64E-10,4.10E-22,3.47E-15,2.86E-21,138.5967422,100.1401586,122.9650687,59.01239165,59.69115349,56.05247531,AML
0.941709936,0.513898683,8.462602018,0.002986369,7.17E-08,6.28E-11,1.39E-09,3.64E-19,-3.59E-13,-1.88E-19,123.459612,72.34826573,95.19858907,67.86062625,57.45726775,56.50912802,AML
0.9120107,0.507677395,8.62992981,0.001829313,2.79E-08,3.39E-11,1.29E-10,-8.49E-21,-2.15E-14,6.67E-23,149.6278696,105.6331497,131.3567493,53.21178206,56.6387688,50.25722086,AML
0.952022083,0.544573479,8.295550222,0.003316518,2.27E-06,8.31E-09,2.42E-09,1.36E-18,-2.64E-12,1.08E-17,120.4792609,72.36244344,106.2953997,63.78272371,51.16540924,58.11782768,AML
0.955900211,0.557032784,8.136376096,0.003358312,2.08E-06,4.11E-09,2.16E-09,-1.59E-18,-2.81E-12,6.25E-18,117.9779402,70.35390973,104.0599491,65.24347444,51.6903335,59.35965593,AML
0.918677688,0.344077338,10.14565802,0.002212743,3.31E-07,5.99E-10,7.58E-10,-3.17E-19,-4.21E-13,4.00E-19,107.8953036,86.88725999,118.6502335,46.60210193,62.30107839,61.25538752,AML
0.952620936,0.445448503,8.947697712,0.00132292,3.91E-07,1.01E-09,2.25E-10,-4.69E-20,-1.10E-13,9.61E-20,108.7069619,91.03575657,118.8780488,57.77136722,66.14063512,67.51661147,AML
0.911759144,0.329605547,10.07672821,0.002268697,1.34E-07,1.88E-10,5.17E-10,-1.58E-19,-1.87E-13,3.45E-20,107.4041667,88.38134058,120.7541667,48.17909543,63.5311037,63.41095749,AML
0.945372936,0.357827817,9.877062604,0.002208439,2.01E-07,7.39E-10,7.18E-10,-5.19E-19,-3.19E-13,6.85E-20,110.5693386,88.43189083,120.9076715,48.33695098,56.40258641,58.48242856,AML
0.942100915,0.459726345,8.488913525,0.002099178,4.52E-07,6.09E-10,2.00E-09,-1.65E-18,-1.35E-12,1.47E-18,95.5040404,71.42693603,103.4590909,60.14677181,61.40107328,68.67168641,AML
0.916163765,0.339334706,10.04256636,0.002180733,7.08E-08,1.27E-10,1.08E-09,-1.37E-19,-2.27E-13,3.76E-19,117.3703704,91.60765161,126.1826075,45.11122673,58.0142074,55.1613317,AML
0.939647971,0.472249126,8.344516177,0.002254715,9.07E-08,4.01E-10,2.76E-10,8.85E-20,7.90E-14,2.51E-20,85.89166667,69.01518519,94.4112963,62.61672304,63.16177459,72.82203003,AML
0.937015275,0.226833658,10.76869918,0.001710725,2.36E-08,2.28E-10,2.42E-11,-2.35E-22,2.38E-15,1.78E-21,122.6397582,110.0785917,137.936522,27.11530405,57.02818559,50.82387086,AML
0.91464155,0.334723831,9.573058105,0.001526042,6.62E-09,1.35E-11,1.09E-11,-1.74E-23,-4.74E-16,1.32E-22,123.1181635,113.8514725,142.0989574,41.77209514,64.06028147,58.90099127,AML
0.910477399,0.288558143,10.32650475,0.001636082,2.00E-08,3.88E-11,6.40E-11,9.01E-22,-4.22E-15,-3.06E-21,121.1825498,113.3786354,140.5081397,38.21575703,60.61656595,54.80261801,AML
0.939090624,0.339036904,9.874050385,0.001623162,2.04E-10,1.36E-12,1.99E-12,4.45E-25,-1.14E-18,3.26E-24,102.4765795,102.5717139,126.6695715,50.44781304,73.03762755,81.94949095,AML
0.903055432,0.341162898,10.199209,0.001620902,9.81E-08,9.92E-11,4.92E-11,2.34E-21,1.41E-14,-2.52E-21,128.9124143,102.4749211,136.3549124,44.71796857,50.89993936,51.61466439,AML
0.944523178,0.520858033,8.317067204,0.002926062,1.63E-06,4.72E-09,1.58E-09,-4.21E-19,-1.66E-12,4.28E-18,117.0807128,72.41148381,103.8876077,65.67861373,53.25853992,60.10257416,AML
0.910735459,0.314754946,10.39408191,0.001702428,1.12E-07,1.50E-10,4.77E-10,-1.05E-19,-1.36E-13,7.31E-20,127.0570652,104.9125494,141.2926136,34.56150293,62.48554387,52.26769586,AML
0.959070568,0.55254986,7.485994777,0.002026353,2.31E-06,1.71E-10,8.91E-10,2.67E-19,1.80E-13,2.23E-19,80.0165608,52.60741833,82.58813521,59.76235794,49.45974031,62.46139054,AML
0.910875197,0.341035834,10.15608361,0.002905443,4.32E-07,7.90E-09,3.10E-09,-4.66E-18,-1.89E-12,1.46E-17,123.0198904,92.08470291,118.0310156,36.26077683,41.63044515,39.23566043,AML
0.939048981,0.496939922,7.918268796,0.004031615,2.41E-06,7.26E-10,1.36E-09,-7.17E-19,-7.51E-14,1.14E-18,90.86670179,64.94718124,92.08930453,60.62618352,54.58068657,65.03734585,AML
0.927935445,0.37184336,9.634868505,0.004458313,6.23E-06,2.93E-08,1.51E-08,3.11E-16,2.35E-11,-6.61E-17,100.7835687,66.87650834,106.9686778,45.22235054,42.87994286,50.54890279,AML
0.935548729,0.434602967,8.970440263,0.004872923,1.21E-06,1.24E-08,3.32E-08,-2.36E-16,-3.53E-11,-6.31E-16,103.2546835,65.5443038,101.4264557,54.97709716,44.9216526,57.01764358,AML
0.88424306,0.297825093,10.44731173,0.003322055,2.08E-07,2.89E-10,1.63E-09,-1.12E-18,-6.59E-13,7.71E-20,114.2769231,81.92161172,120.8736264,43.79220684,49.83015558,55.03879551,AML
0.918551878,0.271256658,10.71453753,0.002516633,1.36E-06,8.60E-10,2.35E-09,2.52E-18,-1.32E-12,-2.20E-18,113.818018,86.89441441,123.7704505,30.5874914,40.61180347,35.05274675,AML
0.948316404,0.503048124,7.908855134,0.004156174,2.29E-06,2.06E-10,1.75E-09,-3.48E-19,3.17E-13,-9.89E-19,90.69114517,64.60344828,91.38473819,60.96908758,54.3765043,64.8044839,AML
0.89455778,0.357495431,9.577184462,0.005827516,2.93E-07,1.41E-08,4.36E-09,-1.68E-17,-1.99E-12,-2.97E-17,119.315608,82.4818111,115.2169318,45.23167101,43.0911277,47.03899839,AML
0.925942141,0.370268755,9.237402196,0.005051735,3.40E-06,3.68E-08,3.57E-08,1.13E-15,-1.89E-11,6.29E-16,109.9177778,73.02049383,107.2901235,54.35952021,45.16202737,55.22906531,AML
0.936829177,0.395626892,9.431446575,0.004933756,7.70E-06,4.61E-08,8.97E-09,1.68E-16,3.83E-12,7.07E-17,98.86691434,64.36647727,103.6279502,46.92316279,42.80106093,51.50866433,AML
0.935758615,0.409628691,9.353957812,0.004575633,8.87E-07,1.34E-09,2.41E-08,-4.12E-17,-1.75E-11,-1.31E-16,109.6178725,70.78536176,107.5139137,51.34913678,44.38145638,53.65645648,AML
0.92562607,0.370326735,9.808061032,0.0034474,9.53E-08,7.36E-10,1.17E-09,-4.70E-19,3.08E-14,-9.78E-19,105.2709312,75.1237911,109.5131252,53.67566794,53.15218871,62.04888732,AML
0.936506665,0.395993553,9.341459824,0.00352802,3.10E-06,6.41E-10,5.41E-11,7.43E-22,-9.19E-14,1.00E-20,107.7906917,77.39138218,105.1607211,57.50815262,56.46036702,63.06319447,AML
0.909899192,0.359890538,9.758514676,0.002975292,2.54E-09,4.09E-10,7.86E-11,-3.17E-21,2.69E-15,1.37E-20,111.5529846,83.07595573,108.9050973,51.35671115,57.52455603,58.66971559,AML
0.853713287,0.418265085,9.781068027,0.002086908,5.28E-09,3.03E-10,1.57E-10,-3.27E-20,1.07E-14,9.69E-21,164.3307128,109.3439902,139.1491964,24.46194209,44.940841,29.62224782,AML
0.712335515,0.425779049,9.307798861,0.004001987,9.56E-07,2.14E-09,4.99E-09,-1.23E-17,-4.79E-12,-1.06E-17,165.2649758,96.54601449,134.8253623,25.48495019,35.16949379,25.53699948,AML
0.957378698,0.552164837,8.035270191,0.003068316,2.97E-07,9.50E-11,3.83E-10,-7.17E-20,-1.67E-13,-1.41E-20,124.7993991,74.79445034,102.3568399,72.75080984,55.86755905,62.05285655,AML
0.872943108,0.284392875,10.72735248,0.003072855,7.86E-08,1.21E-09,2.63E-09,8.88E-19,-5.40E-13,-4.62E-18,122.9806548,95.40083874,125.5309794,30.56381761,48.07354985,42.50273881,AML
0.938769951,0.406628755,9.337415182,0.002865289,2.90E-07,2.38E-09,7.03E-10,4.47E-19,5.27E-14,7.93E-19,101.704878,78.85987805,107.3978049,50.69939361,57.72534634,60.11927206,AML
0.9346202,0.310013208,10.52489274,0.001720132,9.74E-07,3.20E-09,4.51E-10,-5.25E-19,-4.42E-13,1.37E-19,111.8347756,95.41907051,124.5126603,36.24444841,56.51699474,47.27710354,AML
0.955258553,0.495319495,8.412637912,0.002415698,1.83E-06,4.22E-09,1.67E-09,4.42E-18,2.09E-12,2.68E-19,86.40900563,64.6916823,89.49947884,61.94604081,62.25976468,71.74019709,AML
