#Contraste,#Energia,#Homogeneidad,#Momento_Hu1,#Momento_Hu2,#Momento_Hu3,#Momento_Hu4,#Momento_Hu5,#Momento_Hu6,#Momento_Hu7,#Media_Color_R,#Media_Color_G,#Media_Color_B,#Desv_Estandar_Color_R,#Desv_Estandar_Color_G,#Desv_Estandar_Color_B,#Clase
0.903786335,0.271721785,10.22077988,0.002044337,5.72E-08,3.43E-10,7.75E-10,3.48E-19,1.69E-14,1.96E-19,136.5403473,118.9096016,147.8802349,22.52867101,53.01820712,39.92656637,2
0.937642242,0.350778493,9.50273392,0.001876263,4.97E-07,8.20E-11,3.12E-11,-1.09E-22,2.05E-14,-1.58E-21,122.5590503,80.60653409,99.44987825,56.38508818,58.24696231,51.74086597,3
0.892623179,0.366644185,10.22419273,0.001999674,3.18E-07,5.72E-10,2.35E-10,2.79E-20,3.85E-14,8.13E-20,147.1812401,104.3408188,115.229531,46.46595312,53.15837186,46.16778752,1
0.978462372,0.268747827,10.82821909,0.001319505,3.02E-08,4.67E-12,2.39E-11,1.33E-22,-2.72E-15,2.15E-22,164.4094337,133.9488911,164.5338287,12.31853256,39.03508843,26.13771145,4
0.916946795,0.409232,9.770792569,0.001920029,7.41E-08,2.77E-10,2.36E-10,2.76E-21,-4.43E-14,6.03E-20,143.3912524,94.31198686,113.4772354,52.78136459,57.87623646,51.05050387,1
0.969504741,0.250665158,10.87140938,0.001975637,9.83E-08,1.51E-09,4.96E-09,3.80E-18,1.24E-12,1.31E-17,151.4505495,93.34592168,109.8165919,20.69486847,36.25301863,31.40076919,4
0.979381984,0.305218196,10.54201788,0.001922454,1.16E-06,1.13E-09,1.92E-10,6.17E-21,-1.59E-13,8.91E-20,149.0253745,124.1906367,129.6370787,21.17814161,37.71616581,36.8442609,4
0.975530575,0.223173339,11.08212622,0.002474554,1.03E-06,4.77E-09,3.48E-09,-3.50E-18,5.03E-13,-1.37E-17,133.734375,96.09712838,129.9058277,17.59925107,43.04062117,35.22506865,2
0.927411826,0.438808726,8.671252418,0.003779988,1.90E-06,1.48E-08,1.63E-08,1.76E-16,1.49E-11,1.81E-16,85.38363363,64.93443443,91.43643644,56.01720405,53.38219614,62.74716265,1
0.993444948,0.3005513,10.10288586,0.001936532,4.10E-09,6.20E-13,2.16E-10,-2.41E-21,-5.69E-15,6.80E-22,131.9578446,112.5967742,146.6676442,26.98287095,67.68031504,44.20511153,2
0.861203962,0.294025204,10.48823213,0.001750204,2.29E-07,5.57E-10,1.24E-11,-4.80E-22,3.02E-15,9.13E-22,119.3913958,112.3697685,137.4016834,25.28966998,45.96683984,38.68368063,3
0.971591545,0.124477296,11.51007454,0.001636145,1.03E-06,1.14E-09,4.56E-10,1.72E-19,1.89E-13,2.80E-19,164.8847465,113.888611,130.4160036,17.39185444,65.48771929,48.00891861,4
0.974187856,0.275099081,10.79385957,0.00140594,3.02E-07,9.99E-11,2.71E-11,-1.06E-21,-1.46E-14,-9.32E-22,165.2820257,119.8582375,142.8607363,17.12789847,49.57225053,32.07890378,4
0.960838074,0.340419773,9.624400272,0.00118699,2.34E-07,9.66E-12,6.94E-12,-1.46E-23,2.23E-16,5.49E-23,156.2835249,136.8411877,140.9990421,12.75238978,22.68596771,19.11977269,4
0.934084268,0.248928141,11.18090135,0.001691115,5.16E-07,1.85E-11,4.13E-11,-2.06E-22,3.97E-15,-1.12E-21,133.5534339,104.8549422,130.427792,46.62454198,76.02851138,68.24853056,2
0.950380549,0.349804175,9.834332087,0.001740934,1.83E-08,3.34E-10,8.13E-11,-1.29E-20,8.70E-15,3.49E-21,122.1005547,86.84702093,117.0558239,56.14658799,83.64765007,73.37025931,2
0.90005369,0.358758348,9.960322388,0.001447443,3.50E-07,3.04E-10,5.33E-11,5.26E-21,3.14E-14,-4.29E-21,147.2146953,114.688401,130.101327,27.05958288,51.00562175,35.08760995,3
0.985830278,0.323100552,10.65860985,0.001340218,1.11E-07,8.68E-10,1.16E-10,-8.00E-21,-6.59E-15,-3.59E-20,154.3017088,113.240388,125.1427554,19.81733334,45.13965485,41.25832604,4
0.961684563,0.231124077,10.88225719,0.001895781,2.96E-09,5.45E-12,1.86E-10,5.45E-21,-6.66E-15,-2.32E-21,114.233156,112.3082573,130.4955674,16.33179965,46.92731303,50.26863227,2
0.983953334,0.221752299,11.3859865,0.002640887,3.72E-07,1.62E-10,3.43E-11,2.55E-21,1.93E-14,3.73E-23,139.0554774,103.9967159,120.398311,24.3759426,54.74289158,46.46501454,2
0.967572148,0.385863388,9.196385969,0.001191685,1.45E-07,1.10E-12,1.00E-10,-8.11E-22,-3.15E-14,-6.63E-22,120.0792102,97.11370499,116.3565621,64.53004772,60.04738323,64.65692482,2
0.989620003,0.250197436,11.00613677,0.001317611,1.64E-07,2.14E-10,2.20E-10,4.75E-20,-6.89E-14,3.63E-21,132.6776062,108.9103194,131.3681994,27.70365657,72.03068305,56.57033803,2
0.93621417,0.368510662,9.671699385,0.001657677,1.09E-07,2.66E-10,5.49E-11,-6.57E-21,-1.80E-14,-9.69E-22,98.54985664,89.76266327,124.308697,46.42997155,68.28203879,61.96593642,3
0.906354115,0.396561696,8.722855411,0.001591544,2.96E-08,3.91E-11,1.71E-10,-1.34E-20,-2.91E-14,-3.81E-21,98.80238095,80.93571429,109.5190476,54.86194646,65.39950969,69.11590531,1
0.975602805,0.292118399,10.92681849,0.001737159,1.75E-07,3.01E-10,2.25E-11,-1.85E-21,-7.35E-15,8.40E-25,155.5257703,113.7963585,129.5091036,17.69001387,40.86182892,29.43139106,4
0.95948701,0.467948868,8.409920576,0.001556761,1.02E-07,7.66E-11,1.17E-11,-1.88E-22,-1.37E-16,2.94E-22,90.74219365,83.51889268,107.5076096,58.0489126,76.10184139,79.72358197,2
0.983050126,0.304124213,10.59068435,0.00367927,9.05E-06,2.98E-09,1.12E-09,2.05E-18,3.36E-12,-3.34E-20,118.5175838,91.31439271,119.3288831,17.42801916,41.58765877,30.17290253,2
0.948438714,0.41658511,8.955415086,0.001794587,6.59E-08,7.38E-10,2.56E-10,6.11E-22,-6.36E-14,1.12E-19,113.4545455,74.65316206,108.6240119,62.78605087,86.60320174,76.86044561,2
0.919083355,0.434830198,8.525115903,0.007802131,5.49E-05,2.42E-08,2.73E-08,7.01E-16,2.02E-10,8.02E-18,48.97820823,42.58393866,77.01815981,44.07534831,39.74867595,56.53975789,1
0.978429014,0.287282955,11.03142424,0.001808616,1.18E-06,4.36E-10,1.27E-10,1.15E-20,-1.76E-14,-2.74E-20,159.2820283,126.4573755,132.9916188,23.96388412,49.02983935,40.66182226,4
0.991181486,0.297828149,10.69070797,0.001519193,1.50E-07,2.85E-12,5.22E-12,-1.33E-23,-1.16E-15,-1.51E-23,167.812987,122.8850649,165.6963636,26.25614264,64.30240375,36.88681547,2
0.985277605,0.309975914,10.04490477,0.001844856,4.74E-07,2.85E-10,4.09E-11,-1.08E-21,-2.81E-14,-4.28E-21,148.6809896,104.3852431,123.1833333,9.268584169,46.62198223,26.8327135,3
0.930831549,0.35346185,9.932845226,0.001933204,1.30E-07,9.50E-11,1.52E-10,1.53E-20,3.83E-14,-1.00E-20,106.0829478,100.7825512,127.5052875,42.08567796,54.42221373,55.30460549,3
0.911399418,0.341132554,9.734937344,0.001479022,1.34E-08,1.70E-11,1.29E-11,1.91E-22,-7.73E-16,-4.28E-24,114.1152424,96.00630572,132.3392042,53.37566593,66.28513922,61.9770329,3
0.986529542,0.292348946,10.8219177,0.001706883,5.61E-07,2.05E-09,4.62E-10,2.78E-19,1.53E-13,-3.54E-19,152.5135319,114.9628936,122.3293617,25.98290985,48.6675302,40.86522047,4
0.934002446,0.402068915,9.039588263,0.00176729,7.42E-08,4.97E-10,2.97E-10,7.17E-20,-2.09E-14,-8.92E-20,123.6506849,87.03300125,111.3306351,56.42358113,55.69914934,53.6682184,3
0.942139721,0.382655105,9.580186593,0.001752207,3.99E-09,7.85E-11,1.28E-10,-6.28E-21,1.87E-15,1.12E-20,97.38249064,86.90761548,120.2947878,52.18887287,68.5509453,65.62420221,3
0.992277958,0.297734898,10.20991774,0.001578999,4.23E-07,3.52E-11,7.16E-11,2.18E-21,1.69E-14,-2.87E-21,127.7880702,117.5621053,141.7904094,28.73304429,65.71826677,52.61507179,2
